Symbol,Name,Last,Std Dev,"Market Cap, $K",1Y Return,3Y Return,20D His Vol,Long Term,Exchange,%Chg,52W High,52W Low,Pivot
SLGN,Silgan Holdings,28.73,0.99,3146327000,13.47%,16.03%,11.76%,100% Sell,NASDAQ,0.74%,32.5,24.36,28.58
SLM,SLM Corp,10.43,-0.68,4603948000,47.68%,11.62%,35.10%,67% Sell,NASDAQ,-2.16%,13.2,6.93,10.57
SLP,Simulations Plus Inc,17,0,294804000,102.37%,169.72%,30.39%,100% Buy,NASDAQ,-0.58%,17.45,8.3,17.05
SM,Sm Energy Company,17.67,-0.6,2011393000,-50.75%,-67.99%,44.50%,Hold,NYSE,-1.94%,42.45,12.29,18.08
SMBC,Southern Mo Bancorp,36.49,0.57,311044000,45.47%,95.73%,15.41%,67% Buy,NASDAQ,0.77%,37.43,24,36.07
SMBK,Smartfinancial Cm ST,23.64,-1.34,198595000,43.62%,108.28%,25.81%,67% Sell,NASDAQ,-2.15%,26.26,16.54,24.37
SMCI,Super Micro Computer,22.05,-1.17,1093091000,0.34%,-29.76%,25.83%,67% Sell,NASDAQ,-1.78%,31.75,20.42,22.45
SMG,Scotts Miracle-Gro Company,98.79,-0.62,5804786000,12.30%,67.76%,12.12%,100% Buy,NYSE,-0.59%,101,81.48,99.28
SMHI,Seacor Marine Holdings Inc,13.9,0.24,244730000,-32.30%,0.00%,43.25%,67% Sell,NYSE,0.36%,30.4,11.93,13.72
SMMF,Summit Financial Gp,26.67,0.21,330141000,32.19%,127.20%,32.39%,67% Buy,NASDAQ,0.43%,30.06,19.09,26.43
SMP,Standard Motor Products,46.22,-2.52,1076127000,-2.71%,19.53%,13.33%,67% Sell,NYSE,-2.16%,55.37,43.29,47.32
SMTC,Semtech Corp,38.6,-0.56,2581800000,53.88%,53.66%,21.93%,67% Buy,NASDAQ,-1.03%,41.15,22.81,38.83
SN,Sanchez Energy Corp,3.74,-2.19,325948000,-49.32%,-77.04%,40.92%,100% Sell,NYSE,-4.59%,14.39,3.68,3.9
SNA,Snap-On Inc,158.74,-1.49,9253863000,1.78%,22.84%,18.34%,33% Buy,NYSE,-2.21%,181.73,140.83,162.35
SNBC,Sun Bancorp Inc,25.4,1.31,484886000,11.06%,25.74%,9.49%,33% Buy,NASDAQ,0.79%,26.8,22.1,25.52
SNC,State Natl Co,21,-0.45,886413000,94.72%,0.00%,1.67%,67% Buy,NASDAQ,-0.10%,21.51,10.09,21.05
SNCR,Synchronoss Technolo,11.13,-0.02,528311000,-70.43%,-78.48%,121.57%,67% Sell,NASDAQ,0.09%,49.94,8.71,11.06
SND,Smart Sand Inc,6.55,-0.57,266846000,-40.86%,0.00%,46.72%,67% Sell,NASDAQ,-0.91%,21.99,4.81,6.63
SNDR,Schneider National Inc,26.32,0.16,4670345000,39.37%,0.00%,26.03%,100% Buy,NYSE,-0.34%,28.32,17.69,26.82
SNDX,Syndax Pharma,10.84,-0.1,267314000,-21.04%,0.00%,58.74%,100% Sell,NASDAQ,-1.09%,15.7,6.31,11.14
SNH,Senior Housing Properties Trust,18.32,-1.12,4406738000,-14.02%,-17.88%,16.11%,100% Sell,NASDAQ,-1.24%,22.52,17.14,18.65
SNHY,Sun Hydraulics Cor,55.61,-0.98,1524019000,90.97%,41.47%,20.47%,67% Buy,NASDAQ,-1.26%,57.73,28.92,56.21
SNI,Scripps Ntwrks Int A,83.48,-0.57,10863799000,28.03%,8.35%,7.69%,33% Buy,NASDAQ,-0.25%,88.45,62.73,83.65
SNNA,Sienna Biopharmaceuticals Inc.,20.18,-0.67,424150000,5.01%,0.00%,51.24%,N/A,NASDAQ,-2.32%,29.25,18.5,21.12
SNPS,Synopsys Inc,85.49,1.87,12736692000,46.43%,106.86%,10.44%,100% Buy,NASDAQ,0.85%,86.81,56.03,84.55
SNR,New Senior Investment Group Inc,8.86,-0.97,734421000,-19.03%,0.00%,16.49%,100% Sell,NYSE,-0.89%,10.88,8.63,8.92
SNV,Synovus Financial Corp,46.38,-1.4,5626965000,40.82%,85.57%,14.26%,100% Buy,NYSE,-1.44%,47.67,32.21,47.1
SNX,Synnex Corp,130.69,-1.14,5276840000,25.89%,90.84%,11.06%,67% Buy,NYSE,-1.01%,134.51,100.06,132.12
SO,Southern Company,52.04,-1.19,52342240000,2.18%,12.96%,7.44%,100% Buy,NYSE,-0.63%,52.41,46.2,52.23
SON,Sonoco Products Company,51.86,-0.9,5198620000,3.80%,27.97%,15.18%,33% Buy,NYSE,-0.84%,55.58,47.1,52.38
SONA,Southern National Bk,16.78,0.86,401210000,28.48%,44.91%,9.82%,67% Sell,NASDAQ,0.54%,18.48,12.74,16.82
SONC,Sonic Cp,24.98,-1.09,1073903000,12.64%,0.40%,25.57%,67% Sell,NASDAQ,-1.30%,30.05,21.9,25.38
SONS,Sonus Networks Inc,8.09,-0.3,403645000,7.18%,-53.20%,39.24%,33% Buy,NASDAQ,-0.37%,8.64,5.51,8.06
SP,SP Plus Corp,39.7,-1.16,901526000,59.88%,83.55%,13.74%,67% Buy,NASDAQ,-0.87%,41.25,22.6,40.13
SPA,Sparton Corp,23.28,0.18,229541000,-5.52%,-14.10%,3.79%,67% Buy,NYSE,unch,25,16.83,23.28
SPAR,Spartan Motors Inc,16,-0.73,578985000,73.37%,189.98%,73.35%,100% Buy,NASDAQ,-3.03%,17.2,6.3,16.6
SPB,Spectrum Brands Holdings,107.5,-1.12,6326360000,-20.96%,20.32%,19.58%,67% Sell,NYSE,-1.38%,146.09,101.93,109.45
SPG,Simon Property Group,162.81,-0.72,52428568000,-17.43%,-8.56%,13.29%,67% Buy,NYSE,-0.65%,196.07,150.15,164.39
SPGI,S&P Global Inc,160.52,-0.75,41608300000,29.71%,78.93%,9.76%,100% Buy,NYSE,-0.85%,163.11,107.21,161.88
SPKE,Spark Energy,13.9,-0.24,481357000,5.73%,71.60%,24.02%,100% Sell,NASDAQ,-0.72%,23.65,11.52,13.85
SPLK,Splunk Inc,64.91,-0.61,9048820000,9.89%,-1.01%,16.69%,67% Buy,NASDAQ,-0.76%,69.61,50.64,64.99
SPN,Superior Energy Services,7.97,0.07,1209332000,-47.34%,-68.59%,40.24%,100% Sell,NYSE,0.89%,19.28,7.75,8.27
SPOK,Spok Holdings Inc,17.25,-0.14,345654000,-2.43%,6.53%,32.08%,Hold,NASDAQ,-0.29%,22.6,14.45,17.3
SPPI,Spectrum Pharma Inc,18.84,-0.25,1619020000,412.57%,152.77%,131.51%,100% Buy,NASDAQ,-1.67%,21.95,3.21,19.33
SPR,Spirit Aerosystems Holdings,80.32,-0.45,9568539000,66.15%,105.57%,15.49%,100% Buy,NYSE,-0.68%,81.07,48.37,80.65
SPSC,Sps Commerce Inc,57.85,-1.63,1020974000,-16.95%,1.70%,24.44%,67% Sell,NASDAQ,-2.43%,73.16,48.11,59.12
SPTN,Spartannash Company,25.01,-1.3,940322000,-10.59%,12.58%,11.63%,67% Sell,NASDAQ,-0.87%,40.38,22.9,25.22
SPWH,Sportsman's Wareh,4.22,-0.79,181817000,-56.91%,-38.91%,28.40%,67% Sell,NASDAQ,-1.17%,9.86,3.4,4.28
SPWR,Sunpower Corp,6.75,-2.21,965271000,-20.14%,-78.27%,23.17%,67% Sell,NASDAQ,-2.46%,11.7,5.84,6.98
SPXC,SPX Corp,29.15,-0.43,1247962000,44.36%,23.85%,19.99%,67% Buy,NYSE,-0.68%,30.37,15.49,29.29
SQ,Square,32.41,-0.48,12550827000,193.95%,0.00%,17.27%,100% Buy,NYSE,-0.92%,33.31,11,32.68
SQBG,Sequential Brands,2.6,-0.92,167873000,-64.67%,-78.79%,39.22%,100% Sell,NASDAQ,-2.26%,7.45,2.55,2.72
SR,Spire Inc,76.9,-0.98,3732911000,26.27%,52.35%,9.45%,67% Buy,NYSE,-0.58%,78,59.7,77.52
SRC,Spirit Realty Capital Inc,7.93,-1.48,3692790000,-36.49%,-31.93%,20.66%,33% Sell,NYSE,-2.10%,12.47,6.64,8.06
SRCE,1st Source Corp,51.86,-0.61,1356143000,50.94%,67.08%,13.27%,100% Buy,NASDAQ,-0.80%,52.99,33.27,52.35
SRCI,Src Energy Inc,8.81,-1.16,1789752000,18.17%,-26.91%,20.12%,67% Buy,AMEX,-1.12%,10.38,6.19,8.97
SRCL,Stericycle Inc,71.36,-0.56,6151307000,-5.49%,-42.79%,13.83%,67% Sell,NASDAQ,-1.00%,88,68.62,72.2
SRDX,Surmodics Inc,30.15,-1.89,406726000,12.20%,41.57%,20.76%,67% Buy,NASDAQ,-1.63%,32.8,21.9,30.7
SRE,Sempra Energy,113.97,-0.96,28864156000,7.22%,4.51%,12.50%,Hold,NYSE,-0.86%,120.17,92.95,114.67
SREV,Servicesrce Intl Inc,3.48,-0.54,312165000,-27.20%,-8.38%,16.78%,67% Sell,NASDAQ,-0.57%,6.25,2.82,3.51
SRG,Seritage Growth Properties Cla,41.99,-1.48,1454706000,-9.20%,0.00%,18.46%,33% Sell,NYSE,-1.57%,50,38.49,42.6
SRI,Stoneridge Inc,22.32,-0.23,630163000,23.39%,72.21%,26.86%,100% Buy,NYSE,-0.22%,22.81,13.42,22.35
SRPT,Sarepta Therapeutics,48.19,-0.94,3149597000,3.03%,202.78%,42.76%,67% Buy,NASDAQ,-1.57%,52.67,26.26,49.81
SRT,Startek Inc,11.72,-0.45,187732000,77.96%,56.52%,18.22%,67% Sell,NYSE,-0.42%,14.78,6.46,11.79
SSB,South State Cp,90.3,-0.85,2673815000,24.57%,51.47%,13.38%,67% Buy,NASDAQ,-1.15%,93.4,70.75,91.25
SSD,Simpson Manufacturing Company,48.7,-2.34,2340338000,15.69%,49.67%,10.77%,67% Buy,NYSE,-1.64%,50.18,39.82,49.49
SSNC,SS&C Technologies,41.94,-0.3,8576580000,28.30%,74.01%,7.44%,100% Buy,NASDAQ,-0.24%,42.48,28.43,42.13
SSNI,Silver Spring Networks Inc Co,16.13,-0.25,871237000,13.43%,68.48%,3.99%,67% Buy,NYSE,-0.06%,16.24,9.68,16.14
SSP,E.W. Scripps Company,17.17,-0.32,1415961000,25.64%,-10.26%,23.15%,100% Sell,NYSE,-0.35%,24.15,12.16,17.34
SSTK,Shutterstock Inc,34.43,-1.09,1203046000,-45.84%,-55.32%,17.36%,33% Sell,NYSE,-0.89%,63.77,29.85,34.73
SSYS,Stratasys Ltd,22.62,-0.82,1240389000,15.08%,-80.50%,62.20%,67% Sell,NASDAQ,-3.62%,30.88,16.37,23.38
ST,Sensata Technologies Holding N.V.,48.32,-2.14,8462186000,29.87%,1.25%,12.24%,67% Buy,NYSE,-2.23%,50.83,35.1,48.62
STAA,Staar Surgical Co,12.8,0,526208000,39.89%,33.75%,36.71%,67% Buy,NASDAQ,unch,13.95,7.45,12.85
STAG,STI Inc,27.34,-0.97,2537248000,15.84%,12.75%,9.51%,Hold,NYSE,-0.62%,28.95,21.21,27.59
STAR,Istar Financial Inc,11.77,-1.57,861227000,3.83%,-15.93%,12.39%,67% Sell,NYSE,-1.34%,12.83,10.55,11.95
STAY,Extended Stay America Inc,19.8,-1.57,3872006000,43.15%,-12.71%,13.87%,67% Buy,NYSE,-1.64%,20.95,13.3,20.15
STBA,S&T Bancorp Inc,41.24,0.24,1443275000,31.14%,49.55%,16.17%,100% Buy,NASDAQ,-0.05%,42.3,29.58,41.26
STBZ,State Bank Finl Corp,29.3,-0.05,1142990000,29.45%,63.67%,11.11%,100% Buy,NASDAQ,-0.10%,29.7,21.15,29.43
STC,Stewart Information Services Corp,37.25,0.17,888351000,-20.11%,5.95%,12.62%,67% Sell,NYSE,-0.45%,48.17,34.48,37.53
STE,Steris Corp,90.36,-1.32,7756375000,32.37%,47.62%,10.16%,100% Buy,NYSE,-0.95%,92.19,63.8,91.03
STFC,State Auto Finl Corp,25.01,0.03,1060164000,10.09%,20.40%,22.74%,Hold,NASDAQ,-0.75%,27.97,19.54,25.41
STI,Suntrust Banks,59.53,-1.23,28645680000,31.90%,53.76%,12.98%,67% Buy,NYSE,-1.08%,61.69,44.45,60.17
STL,Sterling Bancorp,24.55,-0.67,3350802000,40.95%,75.68%,16.73%,67% Buy,NYSE,-0.61%,25.85,17.25,24.7
STLD,Steel Dynamics Inc,38.7,-1.4,9486858000,48.01%,71.88%,23.10%,33% Buy,NASDAQ,-2.15%,40.17,26.29,39.41
STML,Stemline Therapeutic,10.8,0.1,271816000,-7.50%,-29.66%,37.26%,67% Buy,NASDAQ,-0.18%,14.6,5.5,10.86
STMP,Stamps.Com Inc,227.65,-0.67,3884227000,143.89%,522.49%,22.84%,100% Buy,NASDAQ,-0.89%,231.4,89.49,228.04
STNG,Scorpio Tankers Inc,3.45,-0.46,983572000,-19.00%,-59.79%,34.25%,67% Sell,NYSE,-1.71%,4.93,3.2,3.54
STOR,Store Capital Corpstore Capital,24.4,-2.75,4752401000,-13.36%,0.00%,13.30%,67% Buy,NYSE,-2.44%,28.22,19.65,25.08
STRA,Strayer Education,91.94,1.75,1005747000,95.11%,23.02%,18.20%,33% Buy,NASDAQ,2.11%,95.74,48.68,89.77
STRL,Sterling Constructio,14.74,-1.04,403828000,89.66%,69.39%,26.69%,67% Buy,NASDAQ,-1.34%,16.05,6.13,14.92
STRP,Straight Path Communications In,180.98,-0.77,2166655000,571.47%,739.40%,3.96%,67% Buy,AMEX,-0.18%,235.88,21.85,181.11
STRS,Stratus Pptys Inc,29.1,-1.9,240242000,20.83%,113.82%,15.66%,Hold,NASDAQ,-1.52%,36.06,23.5,29.49
STT,State Street Corp,93.18,-2.28,36060000000,32.13%,27.79%,20.24%,67% Buy,NYSE,-3.37%,99.99,68.68,96.71
STWD,Starwood Property Trust,21.61,-0.04,5630702000,-3.59%,-4.21%,8.61%,100% Sell,NYSE,0.05%,23.01,21.11,21.68
STZ,Constellation Brands Inc,211.65,-0.21,41596464000,26.21%,132.30%,15.98%,100% Buy,NYSE,-0.47%,214.53,144,212.37
SUI,Sun Communities,89.55,-0.64,7102891000,14.47%,55.10%,9.43%,67% Buy,NYSE,-0.40%,91.87,69.9,90.08
SUM,Summit Materials Inc,31.46,-2.32,3507725000,67.30%,0.00%,24.43%,67% Buy,NYSE,-3.59%,32.69,18.05,32.4
SUP,Superior Industries International,16.1,-1.96,412260000,-42.46%,-15.17%,22.35%,67% Sell,NYSE,-2.72%,28.82,14,16.63
SUPN,Supernus Pharm,41.1,-1.18,2106585000,94.18%,417.43%,21.98%,Hold,NASDAQ,-1.08%,50.04,17.25,41.67
SVU,Supervalu Inc,15.29,-0.44,592666000,-51.49%,-74.46%,59.05%,100% Sell,NYSE,-0.91%,36.68,14.55,15.34
SWK,Stanley Black & Decker Inc,162.94,-1.32,25383080000,39.10%,77.00%,21.74%,100% Buy,NYSE,-1.69%,166.7,111.89,165.16
SWKS,Skyworks Solutions,103.49,-1,19331286000,33.22%,80.65%,17.98%,67% Buy,NASDAQ,-1.63%,112.11,71.65,105.17
SWM,Schweitzer-Mauduit International,41.59,-1.61,1291356000,11.20%,-2.35%,11.66%,67% Buy,NYSE,-1.09%,47.01,35.31,41.94
SWN,Southwestern Energy Company,5.01,-1.18,2612042000,-53.16%,-84.22%,23.88%,100% Sell,NYSE,-2.34%,12.85,5,5.16
SWX,Southwest Gas Corp,79.64,-1.3,3810228000,12.19%,37.77%,12.14%,67% Buy,NYSE,-0.49%,86.65,69.85,80.08
SXC,Suncoke Energy Inc,10.23,-0.91,665816000,4.24%,-56.69%,26.39%,33% Buy,NYSE,-1.16%,13.14,7.66,10.37
SXI,Standex International Corp,104.95,-0.08,1342539000,21.26%,21.80%,19.40%,67% Buy,NYSE,-0.10%,110,74.35,104.68
SXT,Sensient Technologies Corp,76.72,-0.98,3394222000,4.05%,30.74%,12.84%,67% Sell,NYSE,-0.84%,84.98,71.21,77.36
SYBT,Stock Yards Bancorp,38.25,0.88,867878000,12.72%,72.63%,16.36%,33% Buy,NASDAQ,-0.13%,48.05,31.9,38.5
SYF,Synchrony Financial,32.15,-1.1,25551890000,12.31%,20.84%,24.44%,100% Buy,NYSE,-1.53%,38.06,26.01,32.59
SYK,Stryker Corp,149.69,0.26,55993040000,32.55%,71.02%,13.72%,100% Buy,NYSE,0.15%,151.88,106.48,149.32
SYKE,Sykes Enterprises,28.89,-1.21,1241159000,6.04%,35.52%,17.13%,67% Sell,NASDAQ,-1.03%,34.49,25.77,29.2
SYMC,Symantec Corp,32.06,-0.38,19886514000,28.83%,30.38%,21.48%,67% Buy,NASDAQ,-0.93%,34.2,22.76,32.22
SYNA,Synaptics Inc,34.35,-1.36,1198782000,-48.91%,-48.08%,31.78%,100% Sell,NASDAQ,-3.32%,69.18,34.27,35.74
SYNT,Syntel Inc,23.34,-0.4,2000789000,14.48%,-44.79%,86.58%,100% Buy,NASDAQ,-2.38%,25.8,15.82,24.07
SYRS,Syros Pharmaceuticals,16.45,-0.37,438515000,14.43%,0.00%,67.02%,67% Sell,NASDAQ,-1.79%,24.38,10.22,16.55
SYX,Systemax Inc,27.71,-1.26,1047666000,257.09%,84.97%,26.59%,67% Buy,NYSE,-2.08%,29.5,7.05,28.13
SYY,Sysco Corp,54.26,-1.51,28615884000,14.67%,42.03%,6.54%,67% Buy,NYSE,-0.88%,57.07,47.14,54.84
T,AT&T Inc,33.52,-2.1,2.1404E+11,-8.27%,0.06%,26.43%,100% Sell,NYSE,-3.84%,43.03,33.33,35.01
TACO,Del Taco Rest,12.35,-0.09,479632000,-9.52%,27.18%,72.57%,33% Sell,NASDAQ,-0.40%,15.99,11.58,12.49
TAHO,Tahoe Res Inc,4.74,-0.7,1507600000,-61.45%,-72.24%,35.63%,100% Sell,NYSE,-1.66%,12.65,4.24,4.81
TAP,Molson Coors Brewing Company,81.66,-2.32,17994292000,-24.32%,12.36%,14.54%,67% Sell,NYSE,-2.29%,109.37,80.92,83.36
TAST,Carrols Rstrnt Group,11.2,-1.22,414032000,-10.11%,48.51%,28.81%,67% Sell,NASDAQ,-2.18%,17.55,9.6,11.5
TAX,Liberty Tax Cl A,13.55,-0.75,173082000,8.84%,-63.97%,15.48%,33% Sell,NASDAQ,-0.73%,16.19,10.88,13.78
TBBK,The Bancorp Inc,8.36,-0.68,473693000,17.67%,-10.36%,25.06%,67% Buy,NASDAQ,-1.42%,8.66,4.41,8.52
TBI,Trueblue Inc,23.85,0,1001700000,38.26%,-3.52%,17.33%,33% Buy,NYSE,0.21%,28.7,16.5,23.82
TBK,Triumph Bancorp,31.75,0,663117000,61.35%,0.00%,18.12%,67% Buy,NASDAQ,-0.31%,33,18.36,31.87
TBNK,Territorial Bancorp,32.11,-1.81,320163000,12.39%,51.63%,12.45%,67% Buy,NASDAQ,-1.41%,34,27.73,32.68
TBPH,Theravance Bio Ord,30.84,-0.16,1679496000,-5.82%,70.49%,34.42%,67% Sell,NASDAQ,-1.15%,43.44,23.15,31.49
TCBI,Texas Capital Bncsh,86.4,-1.12,4367440000,47.20%,43.91%,21.12%,100% Buy,NASDAQ,-1.82%,93.35,56.25,87.95
TCBK,Trico Bancshares,42.22,-0.32,971579000,59.49%,61.18%,13.02%,100% Buy,NASDAQ,-0.40%,42.78,25.43,42.47
TCF,TCF Financial Corp,16.96,-1.77,2962343000,18.14%,11.65%,13.08%,100% Buy,NYSE,-1.68%,20.03,13.73,17.3
TCFC,The Community Fin Cp,36.51,-1.48,169772000,56.63%,81.64%,10.52%,33% Buy,NASDAQ,-0.98%,40.69,22.88,36.71
TCMD,Tactile Systems Technology Inc,31.14,0.4,542123000,59.00%,0.00%,32.77%,67% Buy,NASDAQ,1.27%,37.88,14.37,30.96
TCO,Taubman Centers,48.27,-1.33,2974183000,-34.92%,-35.58%,18.21%,100% Sell,NYSE,-1.47%,76.79,47.72,49.2
TCS,The Container Store Group Inc,3.93,-0.24,190746000,-22.33%,-78.58%,33.31%,100% Sell,NYSE,-0.51%,8.34,3.75,3.96
TCX,Tucows Inc Cl A,57.95,-0.23,610845000,88.75%,272.35%,15.12%,Hold,NASDAQ,0.09%,63.2,27.25,57.68
TDC,Teradata Corp,32.37,-0.88,4261779000,8.36%,-23.06%,15.06%,67% Buy,NYSE,-0.58%,34.3,26.27,32.45
TDG,Transdigm Group Inc,269.31,0.98,13931997000,0.71%,43.20%,13.29%,Hold,NYSE,0.56%,295,203.72,267.35
TDOC,Teladoc Inc,32,-1.32,1866618000,101.26%,0.00%,35.26%,67% Sell,NYSE,-2.88%,37.55,14,32.98
TDS,Telephone and Data Systems,27.98,-1.42,3131369000,6.38%,10.41%,11.49%,Hold,NYSE,-1.17%,32.97,24.12,28.35
TDY,Teledyne Technologies Inc,165.94,-0.65,5922015000,57.69%,61.75%,13.65%,100% Buy,NYSE,-1.00%,168.34,102.78,167.17
TEAM,Atlassian Cls A Ord,46.96,-0.81,4592403000,62.46%,0.00%,78.61%,100% Buy,NASDAQ,-4.71%,50.88,23.8,48.95
TECD,Tech Data Cp,89.76,-0.72,3452575000,13.04%,51.54%,15.93%,67% Sell,NASDAQ,-0.82%,111.1,74.07,90.65
TECH,Bio-Techne Cp,123.79,-0.12,4634117000,20.41%,36.12%,11.48%,100% Buy,NASDAQ,-0.12%,125.88,95.68,123.93
TELL,Tellurian Inc. New,9.31,-1.65,2039016000,83.23%,-32.85%,38.54%,Hold,NASDAQ,-3.72%,21.74,4.85,9.77
TEN,Tenneco Automotive,63.72,-1.44,3500278000,16.50%,23.68%,18.50%,100% Buy,NYSE,-1.61%,70.96,51.09,64.68
TER,Teradyne Inc,38.69,-1.48,7754936000,77.15%,113.04%,9.62%,100% Buy,NYSE,-1.30%,39.5,21.78,39.24
TERP,Terraform Power Inc,13.59,0,1918781000,3.64%,-52.04%,55.11%,67% Buy,NASDAQ,-0.44%,14.5,10.99,13.77
TESO,Tesco Corp,4,-3.09,201068000,-48.38%,-77.42%,40.34%,33% Sell,NASDAQ,-6.98%,9.65,3.7,4.34
TEX,Terex Corp,45.97,-2.2,4191966000,94.67%,62.98%,14.13%,67% Buy,NYSE,-1.96%,47.28,21.88,46.91
TFSL,Tfs Financial Corp,15.67,0,4413137000,-11.96%,4.95%,10.35%,Hold,NASDAQ,-0.06%,19.89,14.68,15.72
TFX,Teleflex Inc,240.15,-0.44,10866350000,47.80%,111.41%,9.46%,67% Buy,NYSE,-0.46%,248.68,136.53,241.13
TG,Tredegar Corp,19.15,-0.35,635828000,4.93%,1.21%,23.80%,100% Buy,NYSE,-0.52%,25.6,14.65,19.25
TGH,Textainer Group Holdings,18.1,-1.83,1090752000,145.95%,-44.25%,46.39%,100% Buy,NYSE,-5.73%,20.16,6.9,19.45
TGI,Triumph Group,31.85,0,1582878000,34.03%,-54.19%,25.23%,33% Buy,NYSE,-0.16%,34.8,19.65,31.97
TGNA,Tegna Inc,12.53,-1.31,2740629000,-1.67%,-36.91%,22.52%,67% Sell,NYSE,-1.65%,17.08,11.48,12.74
TGT,Target Corp,61.51,-1.53,34374252000,-9.27%,1.80%,21.38%,100% Buy,NYSE,-2.26%,79.33,48.56,62.82
TGTX,Tg Therapeuticscmn,7.75,-0.4,547278000,27.46%,-27.66%,88.80%,33% Sell,NASDAQ,-2.52%,15.35,4.1,8.15
THC,Tenet Healthcare Corp,13.94,-0.64,1439710000,-40.35%,-74.52%,59.93%,67% Sell,NYSE,-2.38%,23.11,12.25,14.36
THFF,First Finl Corp [In],47.7,-1.19,589004000,18.80%,38.99%,13.89%,Hold,NASDAQ,-1.04%,53.49,39.2,48.53
THG,The Hanover Insurance Group,98.25,-0.9,4190111000,27.03%,47.70%,11.66%,67% Buy,NYSE,-0.63%,100.33,74.6,98.99
THO,Thor Industries,130.22,-1.09,6938199000,60.95%,149.44%,17.93%,100% Buy,NYSE,-1.30%,133.29,74,131.85
THR,Thermon Group Holdings Inc,21.43,-0.79,711409000,14.26%,-10.01%,42.56%,33% Buy,NYSE,-2.28%,22.36,15.74,21.95
THRM,Gentherm Inc,35.1,-2.85,1329924000,24.78%,-13.43%,17.25%,67% Sell,NASDAQ,-2.77%,40.8,26.6,35.72
THS,Treehouse Foods,66.11,-0.64,3788266000,-24.38%,-22.23%,10.44%,67% Sell,NYSE,-0.20%,90.42,62.64,66.47
TIER,Tier REIT,19.27,-2.27,932880000,29.08%,58.54%,10.11%,67% Buy,NYSE,-1.18%,20,14.06,19.62
TIF,Tiffany & Co,92.85,-1.17,11697714000,26.58%,-2.26%,15.27%,Hold,NYSE,-1.17%,97.29,71.86,93.7
TILE,Interface Inc,21.45,-0.92,1335852000,36.23%,35.37%,13.90%,67% Buy,NASDAQ,-1.15%,22.6,14.59,21.68
TIME,Time Inc,11.93,-0.43,1194960000,-10.86%,-46.88%,30.85%,100% Sell,NYSE,-0.58%,20.4,11.65,12
TIPT,Tiptree Fncl Cl A,6.8,0,292740000,16.24%,-15.84%,46.42%,33% Buy,NASDAQ,unch,7.6,5.55,6.83
TIS,Orchids Paper Products Company,11.72,-1.97,126516000,-55.23%,-57.82%,27.75%,Hold,AMEX,-3.38%,30.38,8.31,12.3
TISI,Team Inc,11.55,0,347636000,-63.31%,-72.35%,33.90%,67% Sell,NYSE,-0.86%,39.7,10.45,11.8
TITN,Titan Machinery Inc,14.51,0.17,318334000,48.46%,5.01%,26.25%,67% Sell,NASDAQ,0.42%,19.22,8.68,14.51
TIVO,Tivo Corp,18.65,-0.67,2286188000,-7.46%,-10.20%,18.90%,Hold,NASDAQ,-0.53%,22.05,15.15,18.82
TJX,TJX Companies,71.19,-0.85,45646008000,-3.07%,13.30%,9.89%,Hold,NYSE,-0.77%,80.92,66.65,72
TK,Teekay Shipping Corp,7.99,-2.96,721996000,4.78%,-85.68%,24.56%,33% Sell,NYSE,-4.54%,11.77,5.14,8.42
TKR,Timken Company,49.5,-3.46,4012652000,42.38%,19.91%,20.95%,67% Buy,NYSE,-3.98%,52.45,31.6,51.77
TLGT,Teligent,5.98,-1.14,327815000,-15.89%,-37.41%,36.69%,100% Sell,NASDAQ,-2.61%,9.54,5.74,6.21
TLRD,Tailored Brands Inc,15.57,-0.95,786548000,-8.44%,-66.00%,50.73%,100% Buy,NYSE,-2.63%,28.76,9.4,15.74
TLYS,Tilly's Inc,12.2,-0.54,355351000,17.63%,73.17%,28.90%,67% Buy,NYSE,-1.05%,15.29,8.02,12.32
TMHC,Taylor Morrison Home Corporatio,22.97,-0.56,2768620000,33.14%,34.11%,12.25%,33% Buy,NYSE,-0.65%,24.79,16.37,23.04
TMK,Torchmark Corp,83.53,-1.16,9756921000,32.25%,58.38%,5.08%,100% Buy,NYSE,-0.42%,86.5,62.86,83.8
TMO,Thermo Fisher Scientific Inc,198.69,2.41,77792824000,34.37%,65.33%,14.92%,100% Buy,NYSE,2.22%,200.99,139.07,194.31
TMP,Tompkinstrustco,84.01,0.2,1281277000,6.73%,68.03%,17.81%,67% Buy,AMEX,-0.40%,96.7,71.27,84.67
TMST,Timken Steel Corp,17.85,-1.49,819549000,64.73%,-54.53%,35.74%,100% Buy,NYSE,-3.25%,23,9.39,18.19
TMUS,T-Mobile US,62.01,-0.5,51814468000,25.02%,113.36%,13.91%,67% Sell,NASDAQ,-0.43%,68.88,48.76,62.07
TNAV,Telenav Inc,6.25,0.42,274660000,10.62%,-14.13%,30.12%,67% Sell,NASDAQ,0.81%,10.15,4.8,6.21
TNC,Tennant Company,70,-1.05,1258277000,15.04%,-4.18%,13.98%,33% Buy,NYSE,-0.92%,76.8,60.05,70.69
TNET,Trinet Group Inc,33.88,-0.63,2388404000,77.25%,15.04%,27.13%,Hold,NYSE,-1.57%,41.58,17.78,34.54
TNK,Teekay Tankers Ltd,1.62,-2.65,237474000,-35.71%,-60.61%,18.24%,67% Sell,NYSE,-2.99%,2.78,1.37,1.67
